1523173731.1877456,6942.9,31987.29501952
1523173770.021832,6942.9,31979.17587108
1523173794.0100713,6942.9,31974.09074965
1523173802.4486709,6942.9,31974.18862459
1523173834.0167868,6942.9,31996.09622396
1523173842.0467856,6942.9,31995.12720011
1523173866.5325687,6942.9,31994.82243463
1523173882.4550498,6942.9,31991.24071462
1523173898.656963,6942.9,31993.77037832
1523173906.7248054,6942,31993.69787108
1523173914.3789034,6942.1,31994.61078583
1523173922.314385,6940.5,31993.61078583
1523173930.226953,6940.7,31990.4863828
1523173938.2194185,6940.4,31988.26141952
1523173954.193586,6940.3,31988.94081122
1523173986.6915438,6940.3,31989.21406755
1523174018.2241664,6940.3,31989.40706737
1523174026.8510396,6935.5,31989.65884918
1523174034.0240004,6935.5,31996.30799118
1523174042.8469665,6935.5,31996.73287495
1523174066.7809815,6935.5,31996.70300752
1523174114.020369,6933.6,31988.62705868
1523174122.6107566,6935.5,31988.43426791
1523174170.157043,6935.5,31981.67694243
1523174178.1149962,6935.5,31981.74031243
1523174186.1256578,6935.5,31980.8415917
1523174194.5229633,6935.5,31980.8415917
1523174202.1819272,6935.5,31981.3504682
1523174211.0061011,6935.9,31981.3504682
1523174218.6138608,6935.9,31981.5809682
1523174242.2912738,6935.9,31983.94034782
1523174266.3017,6935.9,31984.00321461
1523174298.519736,6935.9,31991.97566534
1523174306.1755626,6941.9,31998.14743139
1523174314.5140939,6941.9,31998.63179693
1523174322.0468366,6943.9,31999.51674845
1523174338.852127,6943.9,31999.1890187
1523174346.7018628,6943.9,32000.02797204
1523174370.868212,6941,32005.16834581
1523174386.1289768,6939,32004.04755028
1523174393.9779327,6937,32004.08065028
1523174402.8015,6937.2,32004.08065028
1523174409.9691563,6937,32004.10399224
1523174418.4830174,6937,32006.37916171
1523174426.2730408,6938,32005.61531277
1523174434.09523,6938,32005.61531277
1523174442.4779189,6938.1,32005.81671277
1523174450.8502624,6937,32005.81671277
1523174458.085263,6937,32005.81671277
1523174466.207477,6938,32005.81671277
1523174474.6289787,6937,32005.53006847
1523174482.2088919,6937,32005.53006847
1523174490.6362686,6937,32005.52584053
1523174499.6516259,6937,32005.00535053
1523174506.5530927,6937,32004.98235053
1523174514.8017466,6937,32005.10016637
1523174530.0305555,6937,32000.8745247
1523174562.157877,6937,31990.00457883
1523174578.745692,6937,31990.20018418
1523174602.1473367,6937,31988.7151281
1523174610.683245,6933,31994.7601281
1523174618.1587453,6931,31994.7601281
1523174626.3695273,6931.1,31992.46359183
1523174634.2202392,6931.9,31992.36359183
1523174642.15957,6932.3,31992.30639165
1523174650.3461711,6932.2,31989.80198504
1523174658.568682,6930.1,31989.83881504
1523174666.2477324,6930.1,31992.61822949
1523174674.5320385,6935.2,32002.67110161
1523174698.2007844,6933.1,32008.7732427
1523174706.6381648,6935.2,32008.6232427
1523174714.45123,6935.2,32008.4969889
1523174730.4877968,6935.2,31959.4031899
1523174738.2479517,6935.2,31957.55441425
1523174746.1938334,6935.3,31949.36798684
1523174762.7287378,6938.8,31844.59945609
1523174770.3581128,6938.8,31843.74056491
1523174778.5039973,6938.8,31843.21465938
1523174786.7982466,6939.9,31842.06445099
1523174795.0098937,6940.2,31841.89005972
1523174802.23411,6940.6,31836.07981011
1523174810.5793922,6941.1,31836.08339346
